,node,centrality,community,density
2871,18277,7,9,0.004683003556937816
2908,22994,7,9,0.004683003556937816
3406,15456,7,9,0.004683003556937816
3594,438,7,9,0.004683003556937816
3683,451,7,9,0.004683003556937816
4773,29098,7,9,0.004683003556937816
4901,607,7,9,0.004683003556937816
5479,26112,7,9,0.004683003556937816
5974,8899,7,9,0.004683003556937816
6663,18443,7,9,0.004683003556937816
6677,4416,7,9,0.004683003556937816
6693,23688,7,9,0.004683003556937816
6722,19131,7,9,0.004683003556937816
6737,7067,7,9,0.004683003556937816
6779,17534,7,9,0.004683003556937816
6782,24461,7,9,0.004683003556937816
6827,17141,7,9,0.004683003556937816
6836,14803,7,9,0.004683003556937816
8741,11838,7,9,0.004683003556937816
9415,20997,7,9,0.004683003556937816
9545,24827,7,9,0.004683003556937816
9847,3277,7,9,0.004683003556937816
9958,6912,7,9,0.004683003556937816
10067,18476,7,9,0.004683003556937816
10068,1376,7,9,0.004683003556937816
10092,17526,7,9,0.004683003556937816
10141,1399,7,9,0.004683003556937816
10734,28057,7,9,0.004683003556937816
11241,20219,7,9,0.004683003556937816
12490,23323,7,9,0.004683003556937816
14587,3844,7,9,0.004683003556937816
14592,21855,7,9,0.004683003556937816
14602,12151,7,9,0.004683003556937816
14618,7186,7,9,0.004683003556937816
14630,17397,7,9,0.004683003556937816
14638,16636,7,9,0.004683003556937816
14649,3201,7,9,0.004683003556937816
14667,36813,7,9,0.004683003556937816
14683,8806,7,9,0.004683003556937816
15489,18083,7,9,0.004683003556937816
15653,34387,7,9,0.004683003556937816
15659,13749,7,9,0.004683003556937816
15990,19844,7,9,0.004683003556937816
16007,15245,7,9,0.004683003556937816
16014,2036,7,9,0.004683003556937816
16193,6623,7,9,0.004683003556937816
16922,10639,7,9,0.004683003556937816
16947,17460,7,9,0.004683003556937816
17657,2422,7,9,0.004683003556937816
18415,12120,7,9,0.004683003556937816
18473,34185,7,9,0.004683003556937816
18528,29009,7,9,0.004683003556937816
18580,2724,7,9,0.004683003556937816
18666,15261,7,9,0.004683003556937816
20007,32762,7,9,0.004683003556937816
20248,3449,7,9,0.004683003556937816
20909,31438,7,9,0.004683003556937816
20989,30207,7,9,0.004683003556937816
21173,8558,7,9,0.004683003556937816
21202,21470,7,9,0.004683003556937816
21225,19107,7,9,0.004683003556937816
21234,16729,7,9,0.004683003556937816
21238,7711,7,9,0.004683003556937816
21239,16918,7,9,0.004683003556937816
21241,6979,7,9,0.004683003556937816
21249,17002,7,9,0.004683003556937816
21385,22386,7,9,0.004683003556937816
21795,19469,7,9,0.004683003556937816
22474,1298,7,9,0.004683003556937816
22523,4537,7,9,0.004683003556937816
22524,6570,7,9,0.004683003556937816
22741,18704,7,9,0.004683003556937816
22909,4787,7,9,0.004683003556937816
23247,33529,7,9,0.004683003556937816
23761,34807,7,9,0.004683003556937816
23948,5381,7,9,0.004683003556937816
24345,25953,7,9,0.004683003556937816
24503,37396,7,9,0.004683003556937816
24678,8833,7,9,0.004683003556937816
24679,8699,7,9,0.004683003556937816
25418,6122,7,9,0.004683003556937816
26165,18447,7,9,0.004683003556937816
26307,14452,7,9,0.004683003556937816
26354,20452,7,9,0.004683003556937816
27545,28456,7,9,0.004683003556937816
27566,7526,7,9,0.004683003556937816
27824,24767,7,9,0.004683003556937816
27953,19572,7,9,0.004683003556937816
28152,11122,7,9,0.004683003556937816
29208,9654,7,9,0.004683003556937816
30631,1112,7,9,0.004683003556937816
30821,31510,7,9,0.004683003556937816
30828,14015,7,9,0.004683003556937816
30841,22279,7,9,0.004683003556937816
32771,27889,7,9,0.004683003556937816
437,24654,8,9,0.004683003556937816
2333,6105,8,9,0.004683003556937816
2430,34427,8,9,0.004683003556937816
3074,33383,8,9,0.004683003556937816
4630,32272,8,9,0.004683003556937816
5328,10786,8,9,0.004683003556937816
6242,36102,8,9,0.004683003556937816
6656,36488,8,9,0.004683003556937816
6695,26031,8,9,0.004683003556937816
6721,10082,8,9,0.004683003556937816
6727,36458,8,9,0.004683003556937816
6786,34888,8,9,0.004683003556937816
6792,950,8,9,0.004683003556937816
6857,2973,8,9,0.004683003556937816
7185,34671,8,9,0.004683003556937816
7983,20324,8,9,0.004683003556937816
8106,22081,8,9,0.004683003556937816
8305,9564,8,9,0.004683003556937816
8869,1153,8,9,0.004683003556937816
9413,8941,8,9,0.004683003556937816
9589,4419,8,9,0.004683003556937816
10231,15119,8,9,0.004683003556937816
11356,11340,8,9,0.004683003556937816
11686,21326,8,9,0.004683003556937816
12243,32315,8,9,0.004683003556937816
12273,25155,8,9,0.004683003556937816
12578,14371,8,9,0.004683003556937816
14223,4629,8,9,0.004683003556937816
14549,11295,8,9,0.004683003556937816
14620,14580,8,9,0.004683003556937816
14648,8470,8,9,0.004683003556937816
14666,19823,8,9,0.004683003556937816
14957,1663,8,9,0.004683003556937816
14958,19975,8,9,0.004683003556937816
15417,37124,8,9,0.004683003556937816
15825,29413,8,9,0.004683003556937816
15987,2031,8,9,0.004683003556937816
17295,31329,8,9,0.004683003556937816
17665,28817,8,9,0.004683003556937816
17935,11755,8,9,0.004683003556937816
17970,3338,8,9,0.004683003556937816
17975,7100,8,9,0.004683003556937816
18200,2612,8,9,0.004683003556937816
18394,2658,8,9,0.004683003556937816
19397,17073,8,9,0.004683003556937816
20017,29904,8,9,0.004683003556937816
20234,29750,8,9,0.004683003556937816
20587,8131,8,9,0.004683003556937816
20635,31504,8,9,0.004683003556937816
20645,29743,8,9,0.004683003556937816
20895,17120,8,9,0.004683003556937816
21179,11594,8,9,0.004683003556937816
21204,20027,8,9,0.004683003556937816
21212,21224,8,9,0.004683003556937816
21216,24792,8,9,0.004683003556937816
21245,31390,8,9,0.004683003556937816
21259,4485,8,9,0.004683003556937816
21424,10889,8,9,0.004683003556937816
21429,17616,8,9,0.004683003556937816
21573,4053,8,9,0.004683003556937816
21790,11414,8,9,0.004683003556937816
21798,25440,8,9,0.004683003556937816
21952,33301,8,9,0.004683003556937816
22003,6596,8,9,0.004683003556937816
22060,7392,8,9,0.004683003556937816
23646,19022,8,9,0.004683003556937816
23648,12568,8,9,0.004683003556937816
23796,26890,8,9,0.004683003556937816
24154,12108,8,9,0.004683003556937816
24313,29950,8,9,0.004683003556937816
24435,14927,8,9,0.004683003556937816
24446,25950,8,9,0.004683003556937816
24764,24926,8,9,0.004683003556937816
24798,15340,8,9,0.004683003556937816
24920,31382,8,9,0.004683003556937816
25138,6066,8,9,0.004683003556937816
25529,30112,8,9,0.004683003556937816
25742,11938,8,9,0.004683003556937816
26129,9977,8,9,0.004683003556937816
26532,37076,8,9,0.004683003556937816
26894,13926,8,9,0.004683003556937816
27964,30602,8,9,0.004683003556937816
28220,21275,8,9,0.004683003556937816
28351,8298,8,9,0.004683003556937816
29221,28407,8,9,0.004683003556937816
29454,33278,8,9,0.004683003556937816
29550,30177,8,9,0.004683003556937816
30212,28354,8,9,0.004683003556937816
30849,19613,8,9,0.004683003556937816
30853,36879,8,9,0.004683003556937816
32605,8809,8,9,0.004683003556937816
344,3635,9,9,0.004683003556937816
429,6073,9,9,0.004683003556937816
1694,12650,9,9,0.004683003556937816
2231,14680,9,9,0.004683003556937816
3399,31937,9,9,0.004683003556937816
4018,26636,9,9,0.004683003556937816
4778,30115,9,9,0.004683003556937816
5001,28672,9,9,0.004683003556937816
5075,13310,9,9,0.004683003556937816
5333,30790,9,9,0.004683003556937816
6647,16640,9,9,0.004683003556937816
6659,34566,9,9,0.004683003556937816
6732,32857,9,9,0.004683003556937816
6736,2557,9,9,0.004683003556937816
6776,22067,9,9,0.004683003556937816
6781,23863,9,9,0.004683003556937816
6783,29229,9,9,0.004683003556937816
6811,7804,9,9,0.004683003556937816
6831,22207,9,9,0.004683003556937816
7967,34000,9,9,0.004683003556937816
8107,13963,9,9,0.004683003556937816
8115,19027,9,9,0.004683003556937816
8124,34288,9,9,0.004683003556937816
10016,10257,9,9,0.004683003556937816
10134,1397,9,9,0.004683003556937816
10757,28146,9,9,0.004683003556937816
11470,30336,9,9,0.004683003556937816
12075,13896,9,9,0.004683003556937816
12249,22646,9,9,0.004683003556937816
12962,36535,9,9,0.004683003556937816
13092,24936,9,9,0.004683003556937816
13138,18192,9,9,0.004683003556937816
13922,17698,9,9,0.004683003556937816
13960,8573,9,9,0.004683003556937816
14555,8859,9,9,0.004683003556937816
14566,18407,9,9,0.004683003556937816
14568,2360,9,9,0.004683003556937816
14570,26819,9,9,0.004683003556937816
14574,2677,9,9,0.004683003556937816
14578,31734,9,9,0.004683003556937816
14594,5267,9,9,0.004683003556937816
14623,27239,9,9,0.004683003556937816
14647,29411,9,9,0.004683003556937816
15749,4853,9,9,0.004683003556937816
17017,20571,9,9,0.004683003556937816
17217,6188,9,9,0.004683003556937816
17669,22313,9,9,0.004683003556937816
18363,24670,9,9,0.004683003556937816
18557,8170,9,9,0.004683003556937816
18684,15123,9,9,0.004683003556937816
18716,6556,9,9,0.004683003556937816
18820,34132,9,9,0.004683003556937816
20642,4648,9,9,0.004683003556937816
20934,29835,9,9,0.004683003556937816
21112,3896,9,9,0.004683003556937816
21438,36990,9,9,0.004683003556937816
22393,4452,9,9,0.004683003556937816
23003,16375,9,9,0.004683003556937816
23835,13489,9,9,0.004683003556937816
24068,18271,9,9,0.004683003556937816
24680,35875,9,9,0.004683003556937816
25023,33581,9,9,0.004683003556937816
25535,8350,9,9,0.004683003556937816
25718,31327,9,9,0.004683003556937816
25775,18715,9,9,0.004683003556937816
26305,25640,9,9,0.004683003556937816
26651,22200,9,9,0.004683003556937816
27577,12374,9,9,0.004683003556937816
27723,32395,9,9,0.004683003556937816
28498,30663,9,9,0.004683003556937816
29924,26183,9,9,0.004683003556937816
33113,36919,9,9,0.004683003556937816
33212,31083,9,9,0.004683003556937816
1697,30465,10,9,0.004683003556937816
1703,37350,10,9,0.004683003556937816
3684,17034,10,9,0.004683003556937816
4999,18655,10,9,0.004683003556937816
5404,15269,10,9,0.004683003556937816
5494,713,10,9,0.004683003556937816
6682,10315,10,9,0.004683003556937816
6700,20799,10,9,0.004683003556937816
6715,2049,10,9,0.004683003556937816
6728,29923,10,9,0.004683003556937816
6739,17550,10,9,0.004683003556937816
6884,28851,10,9,0.004683003556937816
7943,10429,10,9,0.004683003556937816
8119,29520,10,9,0.004683003556937816
8125,3088,10,9,0.004683003556937816
8650,17459,10,9,0.004683003556937816
8691,22447,10,9,0.004683003556937816
9229,1207,10,9,0.004683003556937816
10232,28513,10,9,0.004683003556937816
11080,29251,10,9,0.004683003556937816
11257,11112,10,9,0.004683003556937816
11646,33238,10,9,0.004683003556937816
11928,5146,10,9,0.004683003556937816
12502,4974,10,9,0.004683003556937816
13226,22975,10,9,0.004683003556937816
14547,15490,10,9,0.004683003556937816
14579,36530,10,9,0.004683003556937816
14593,10721,10,9,0.004683003556937816
14652,24020,10,9,0.004683003556937816
14653,24021,10,9,0.004683003556937816
14662,19125,10,9,0.004683003556937816
15095,14532,10,9,0.004683003556937816
15415,1824,10,9,0.004683003556937816
15517,15117,10,9,0.004683003556937816
15849,10105,10,9,0.004683003556937816
15947,13211,10,9,0.004683003556937816
16601,36001,10,9,0.004683003556937816
17019,35441,10,9,0.004683003556937816
17206,20338,10,9,0.004683003556937816
17385,19881,10,9,0.004683003556937816
17761,2453,10,9,0.004683003556937816
17967,18255,10,9,0.004683003556937816
18114,11289,10,9,0.004683003556937816
18476,28691,10,9,0.004683003556937816
19056,2945,10,9,0.004683003556937816
20127,15630,10,9,0.004683003556937816
20268,16419,10,9,0.004683003556937816
20391,19689,10,9,0.004683003556937816
20735,36541,10,9,0.004683003556937816
21044,35950,10,9,0.004683003556937816
21190,32842,10,9,0.004683003556937816
21227,15702,10,9,0.004683003556937816
21420,18096,10,9,0.004683003556937816
21422,13784,10,9,0.004683003556937816
22010,15915,10,9,0.004683003556937816
22240,24929,10,9,0.004683003556937816
22429,3384,10,9,0.004683003556937816
23781,11896,10,9,0.004683003556937816
23839,13560,10,9,0.004683003556937816
23856,5328,10,9,0.004683003556937816
23873,28560,10,9,0.004683003556937816
24126,8654,10,9,0.004683003556937816
24162,27722,10,9,0.004683003556937816
24397,20996,10,9,0.004683003556937816
24725,34112,10,9,0.004683003556937816
26079,33687,10,9,0.004683003556937816
27311,18625,10,9,0.004683003556937816
27416,26768,10,9,0.004683003556937816
28256,26528,10,9,0.004683003556937816
28662,32318,10,9,0.004683003556937816
33691,36167,10,9,0.004683003556937816
34083,29747,10,9,0.004683003556937816
34356,27324,10,9,0.004683003556937816
122,16995,11,9,0.004683003556937816
432,32126,11,9,0.004683003556937816
1117,968,11,9,0.004683003556937816
1382,10523,11,9,0.004683003556937816
2429,273,11,9,0.004683003556937816
2493,284,11,9,0.004683003556937816
2878,8375,11,9,0.004683003556937816
3777,455,11,9,0.004683003556937816
3779,29468,11,9,0.004683003556937816
5086,16764,11,9,0.004683003556937816
6193,13230,11,9,0.004683003556937816
6632,12594,11,9,0.004683003556937816
6668,13316,11,9,0.004683003556937816
6683,5252,11,9,0.004683003556937816
6862,16556,11,9,0.004683003556937816
6877,4000,11,9,0.004683003556937816
7940,33135,11,9,0.004683003556937816
7981,31709,11,9,0.004683003556937816
8135,27577,11,9,0.004683003556937816
8163,14589,11,9,0.004683003556937816
8204,1073,11,9,0.004683003556937816
8764,12295,11,9,0.004683003556937816
8931,5173,11,9,0.004683003556937816
10090,34094,11,9,0.004683003556937816
11629,30749,11,9,0.004683003556937816
11775,12378,11,9,0.004683003556937816
11798,23493,11,9,0.004683003556937816
12939,261,11,9,0.004683003556937816
13275,6938,11,9,0.004683003556937816
13921,27001,11,9,0.004683003556937816
14044,18007,11,9,0.004683003556937816
14612,13010,11,9,0.004683003556937816
14743,34701,11,9,0.004683003556937816
15644,36625,11,9,0.004683003556937816
17486,26955,11,9,0.004683003556937816
17658,15316,11,9,0.004683003556937816
18074,28045,11,9,0.004683003556937816
18689,5534,11,9,0.004683003556937816
19834,28266,11,9,0.004683003556937816
19998,31341,11,9,0.004683003556937816
20008,20897,11,9,0.004683003556937816
20129,14823,11,9,0.004683003556937816
20623,17565,11,9,0.004683003556937816
20638,30568,11,9,0.004683003556937816
21188,18748,11,9,0.004683003556937816
21194,13030,11,9,0.004683003556937816
21196,36964,11,9,0.004683003556937816
21219,23039,11,9,0.004683003556937816
21220,4280,11,9,0.004683003556937816
21261,37631,11,9,0.004683003556937816
21431,21673,11,9,0.004683003556937816
21433,12022,11,9,0.004683003556937816
21435,20477,11,9,0.004683003556937816
22001,16325,11,9,0.004683003556937816
22487,9356,11,9,0.004683003556937816
24366,32966,11,9,0.004683003556937816
27718,22029,11,9,0.004683003556937816
28097,11992,11,9,0.004683003556937816
29955,15390,11,9,0.004683003556937816
32902,20604,11,9,0.004683003556937816
34163,27523,11,9,0.004683003556937816
900,33385,12,9,0.004683003556937816
1946,7106,12,9,0.004683003556937816
3882,17667,12,9,0.004683003556937816
4265,20815,12,9,0.004683003556937816
5111,647,12,9,0.004683003556937816
5160,29919,12,9,0.004683003556937816
5842,771,12,9,0.004683003556937816
6633,17179,12,9,0.004683003556937816
6662,31374,12,9,0.004683003556937816
6673,20704,12,9,0.004683003556937816
6838,36282,12,9,0.004683003556937816
6904,35509,12,9,0.004683003556937816
7711,988,12,9,0.004683003556937816
7936,9997,12,9,0.004683003556937816
7941,23272,12,9,0.004683003556937816
7945,30284,12,9,0.004683003556937816
8105,22213,12,9,0.004683003556937816
8113,17551,12,9,0.004683003556937816
8727,4736,12,9,0.004683003556937816
9654,5394,12,9,0.004683003556937816
9828,18679,12,9,0.004683003556937816
9830,28740,12,9,0.004683003556937816
9846,24385,12,9,0.004683003556937816
10345,34418,12,9,0.004683003556937816
11032,18270,12,9,0.004683003556937816
11076,9205,12,9,0.004683003556937816
11154,1719,12,9,0.004683003556937816
11334,23580,12,9,0.004683003556937816
12978,6225,12,9,0.004683003556937816
13283,13376,12,9,0.004683003556937816
13750,17251,12,9,0.004683003556937816
13951,27079,12,9,0.004683003556937816
14544,33281,12,9,0.004683003556937816
14560,783,12,9,0.004683003556937816
14583,7200,12,9,0.004683003556937816
14627,19337,12,9,0.004683003556937816
14657,17113,12,9,0.004683003556937816
14988,25654,12,9,0.004683003556937816
15505,13501,12,9,0.004683003556937816
15759,33590,12,9,0.004683003556937816
16269,14405,12,9,0.004683003556937816
16962,26450,12,9,0.004683003556937816
18816,35953,12,9,0.004683003556937816
20133,33517,12,9,0.004683003556937816
20688,10443,12,9,0.004683003556937816
21264,17159,12,9,0.004683003556937816
22119,7984,12,9,0.004683003556937816
22241,13352,12,9,0.004683003556937816
22451,23384,12,9,0.004683003556937816
22525,28254,12,9,0.004683003556937816
24155,27170,12,9,0.004683003556937816
25627,12019,12,9,0.004683003556937816
29004,24956,12,9,0.004683003556937816
882,16701,13,9,0.004683003556937816
1374,129,13,9,0.004683003556937816
2869,333,13,9,0.004683003556937816
2928,3684,13,9,0.004683003556937816
3419,34242,13,9,0.004683003556937816
4484,27907,13,9,0.004683003556937816
4768,586,13,9,0.004683003556937816
5112,26504,13,9,0.004683003556937816
5571,23913,13,9,0.004683003556937816
5626,10188,13,9,0.004683003556937816
6660,25747,13,9,0.004683003556937816
6679,29430,13,9,0.004683003556937816
6694,8571,13,9,0.004683003556937816
6706,22855,13,9,0.004683003556937816
6818,8023,13,9,0.004683003556937816
8561,5536,13,9,0.004683003556937816
9189,26526,13,9,0.004683003556937816
11947,3693,13,9,0.004683003556937816
12350,4595,13,9,0.004683003556937816
12454,23225,13,9,0.004683003556937816
13287,25416,13,9,0.004683003556937816
14554,12323,13,9,0.004683003556937816
14557,30901,13,9,0.004683003556937816
14562,9412,13,9,0.004683003556937816
14629,10727,13,9,0.004683003556937816
14665,3940,13,9,0.004683003556937816
15805,28660,13,9,0.004683003556937816
16015,2387,13,9,0.004683003556937816
16961,11878,13,9,0.004683003556937816
18177,24681,13,9,0.004683003556937816
19713,12886,13,9,0.004683003556937816
20329,27339,13,9,0.004683003556937816
20521,34738,13,9,0.004683003556937816
20625,12983,13,9,0.004683003556937816
21113,10977,13,9,0.004683003556937816
21226,6517,13,9,0.004683003556937816
21441,9324,13,9,0.004683003556937816
22819,17219,13,9,0.004683003556937816
24071,36824,13,9,0.004683003556937816
29603,17499,13,9,0.004683003556937816
31869,22708,13,9,0.004683003556937816
456,26644,14,9,0.004683003556937816
4263,501,14,9,0.004683003556937816
5329,14353,14,9,0.004683003556937816
